Район,Цена,Цена / кв.м.,Валута,Тип Апартамент,Дата
Малинова Долина,300677.16,1721.30,EUR,Многостаен апартамемент,2024-03-12
Манастирски ливади Запад,360955.56,1977.24,EUR,Многостаен апартамемент,2024-03-12
Манастирски ливади Изток,585256.00,2534.49,EUR,Многостаен апартамемент,2024-03-12
Младост 1,341400.00,1719.90,EUR,Многостаен апартамемент,2024-03-12
Младост 2,448333.34,1924.18,EUR,Многостаен апартамемент,2024-03-12
Младост 4,270681.53,1812.91,EUR,Многостаен апартамемент,2024-03-12
Надежда 2,168950.00,1632.37,EUR,Многостаен апартамемент,2024-03-12
Обеля,165400.00,1067.10,EUR,Многостаен апартамемент,2024-03-12
Обеля 2,144900.00,1174.23,EUR,Многостаен апартамемент,2024-03-12
Оборище,625865.75,3084.86,EUR,Многостаен апартамемент,2024-03-12
Овча Купел,281592.91,1562.23,EUR,Многостаен апартамемент,2024-03-12
Овча Купел 2,225185.00,1418.38,EUR,Многостаен апартамемент,2024-03-12
Павлово,490000.00,1531.25,EUR,Многостаен апартамемент,2024-03-12
Полигона,550000.00,1432.29,EUR,Многостаен апартамемент,2024-03-12
Разсадника,368125.00,2375.00,EUR,Многостаен апартамемент,2024-03-12
Редута,330000.00,2462.69,EUR,Многостаен апартамемент,2024-03-12
Симеоново,533551.19,2124.29,EUR,Многостаен апартамемент,2024-03-12
Славия,289100.00,1835.56,EUR,Многостаен апартамемент,2024-03-12
Слатина,205300.00,1555.30,EUR,Многостаен апартамемент,2024-03-12
Стрелбище,433842.84,2223.21,EUR,Многостаен апартамемент,2024-03-12
Студентски Град,393000.00,2106.11,EUR,Многостаен апартамемент,2024-03-12
Суха Река,289293.16,1823.28,EUR,Многостаен апартамемент,2024-03-12
Хаджи Димитър,296034.50,1891.59,EUR,Многостаен апартамемент,2024-03-12
Хиподрума,376666.50,1574.36,EUR,Многостаен апартамемент,2024-03-12
Хладилника,503391.44,2264.61,EUR,Многостаен апартамемент,2024-03-12
Център,604652.12,3177.87,EUR,Многостаен апартамемент,2024-03-12
Яворов,350000.00,2592.59,EUR,Многостаен апартамемент,2024-03-12
7-ми 11-ти километър,114494.57,1676.70,EUR,Двустаен апартамент,2024-02-11
Банишора,130545.03,1908.55,EUR,Двустаен апартамент,2024-02-11
Банкя (гр.),128695.00,1887.02,EUR,Двустаен апартамент,2024-02-11
Белите Брези,169832.67,3106.69,EUR,Двустаен апартамент,2024-02-11
Бенковски,97875.00,1450.00,EUR,Двустаен апартамент,2024-02-11
Борово,131088.12,2110.32,EUR,Двустаен апартамент,2024-02-11
Бояна,171591.47,278.69,EUR,Двустаен апартамент,2024-02-11
Бъкстон,150065.56,1977.44,EUR,Двустаен апартамент,2024-02-11
Витоша,135954.89,1793.28,EUR,Двустаен апартамент,2024-02-11
Врана - Лозен в.з.,67000.00,1288.46,EUR,Двустаен апартамент,2024-02-11
Гевгелийски,123605.50,1901.62,EUR,Двустаен апартамент,2024-02-11
Гео Милев,192172.73,2745.32,EUR,Двустаен апартамент,2024-02-11
Горна Баня,162918.44,1762.34,EUR,Двустаен апартамент,2024-02-11
Гоце Делчев,158844.36,2220.69,EUR,Двустаен апартамент,2024-02-11
Дианабад,195874.72,2419.24,EUR,Двустаен апартамент,2024-02-11
Драгалевци,189098.12,2148.84,EUR,Двустаен апартамент,2024-02-11
Дружба,110683.00,1621.73,EUR,Двустаен апартамент,2024-02-11
Дружба 1,109861.35,1591.87,EUR,Двустаен апартамент,2024-02-11
Дружба 2,121344.57,1615.68,EUR,Двустаен апартамент,2024-02-11
Дървеница,116832.98,1656.05,EUR,Двустаен апартамент,2024-02-11
Западен Парк,172735.72,2805.45,EUR,Двустаен апартамент,2024-02-11
Захарна Фабрика,101638.89,1790.12,EUR,Двустаен апартамент,2024-02-11
Зона Б18,153001.73,2241.04,EUR,Двустаен апартамент,2024-02-11
Зона Б19,170003.00,2213.58,EUR,Двустаен апартамент,2024-02-11
Зона Б5,155980.00,2311.96,EUR,Двустаен апартамент,2024-02-11
Иван Вазов,235000.00,2797.62,EUR,Двустаен апартамент,2024-02-11
Изгрев,249835.59,3755.05,EUR,Двустаен апартамент,2024-02-11
Изток,211741.67,2851.74,EUR,Двустаен апартамент,2024-02-11
Илинден,98985.71,1581.96,EUR,Двустаен апартамент,2024-02-11
Княжево,117570.80,1571.80,EUR,Двустаен апартамент,2024-02-11
Красна Поляна,94118.77,1523.72,EUR,Двустаен апартамент,2024-02-11
Красно Село,158586.25,2077.29,EUR,Двустаен апартамент,2024-02-11
Кръстова Вада,161951.80,2032.38,EUR,Двустаен апартамент,2024-02-11
Лагера,172257.95,2170.01,EUR,Двустаен апартамент,2024-02-11
Левски,104796.11,1364.93,EUR,Двустаен апартамент,2024-02-11
Левски В,103569.43,1383.56,EUR,Двустаен апартамент,2024-02-11
Левски Г,101847.50,1771.26,EUR,Двустаен апартамент,2024-02-11
Лозенец,229684.97,2924.94,EUR,Двустаен апартамент,2024-02-11
Люлин 1,101504.29,1483.36,EUR,Двустаен апартамент,2024-02-11
Люлин 10,114119.88,1484.34,EUR,Двустаен апартамент,2024-02-11
Люлин 2,103253.24,1494.66,EUR,Двустаен апартамент,2024-02-11
Люлин 3,112128.57,1638.62,EUR,Двустаен апартамент,2024-02-11
Люлин 4,90779.34,1371.98,EUR,Двустаен апартамент,2024-02-11
Люлин 5,88145.21,1259.84,EUR,Двустаен апартамент,2024-02-11
Люлин 6,91876.73,1307.43,EUR,Двустаен апартамент,2024-02-11
Люлин 7,104980.00,1682.37,EUR,Двустаен апартамент,2024-02-11
Люлин 8,109363.43,1608.29,EUR,Двустаен апартамент,2024-02-11
Люлин 9,96661.91,1503.93,EUR,Двустаен апартамент,2024-02-11
Люлин Център,128704.45,1764.42,EUR,Двустаен апартамент,2024-02-11
м-т Гърдова глава,130750.00,1655.06,EUR,Двустаен апартамент,2024-02-11
Малинова Долина,114989.06,1627.34,EUR,Двустаен апартамент,2024-02-11
Малинова долина в.з.,100400.00,1455.07,EUR,Двустаен апартамент,2024-02-11
Манастирски ливади Запад,171076.36,2234.96,EUR,Двустаен апартамент,2024-02-11
Манастирски ливади Изток,155245.11,1905.28,EUR,Двустаен апартамент,2024-02-11
Младост 1,126164.14,1980.15,EUR,Двустаен апартамент,2024-02-11
Младост 1а,188045.45,2569.57,EUR,Двустаен апартамент,2024-02-11
Младост 2,145522.62,2140.04,EUR,Двустаен апартамент,2024-02-11
Младост 3,146229.64,2128.62,EUR,Двустаен апартамент,2024-02-11
Младост 4,122806.56,1749.38,EUR,Двустаен апартамент,2024-02-11
Мотописта,152500.00,2006.58,EUR,Двустаен апартамент,2024-02-11
Мусагеница,128666.66,2205.72,EUR,Двустаен апартамент,2024-02-11
Надежда 1,106838.00,1682.49,EUR,Двустаен апартамент,2024-02-11
Надежда 2,106531.09,1712.01,EUR,Двустаен апартамент,2024-02-11
Надежда 3,111548.25,1584.49,EUR,Двустаен апартамент,2024-02-11
Надежда 4,93871.12,1442.46,EUR,Двустаен апартамент,2024-02-11
Надежда 5,97850.00,1493.89,EUR,Двустаен апартамент,2024-02-11
Обеля,92221.38,1381.59,EUR,Двустаен апартамент,2024-02-11
Обеля 1,95835.56,1343.88,EUR,Двустаен апартамент,2024-02-11
Обеля 2,81358.48,1325.84,EUR,Двустаен апартамент,2024-02-11
Оборище,185894.72,3019.00,EUR,Двустаен апартамент,2024-02-11
Овча Купел,122792.12,1639.08,EUR,Двустаен апартамент,2024-02-11
Овча Купел 1,108384.93,1570.80,EUR,Двустаен апартамент,2024-02-11
Овча Купел 2,108235.49,1556.14,EUR,Двустаен апартамент,2024-02-11
Павлово,149532.59,2058.34,EUR,Двустаен апартамент,2024-02-11
Подуене,151331.42,2188.68,EUR,Двустаен апартамент,2024-02-11
Полигона,122185.08,1768.83,EUR,Двустаен апартамент,2024-02-11
Разсадника,146389.00,2043.19,EUR,Двустаен апартамент,2024-02-11
Редута,143522.83,2008.88,EUR,Двустаен апартамент,2024-02-11
Света Троица,135120.00,2111.25,EUR,Двустаен апартамент,2024-02-11
Свобода,116873.75,1780.93,EUR,Двустаен апартамент,2024-02-11
Сердика,148263.64,1984.06,EUR,Двустаен апартамент,2024-02-11
Симеоново,147911.03,1984.98,EUR,Двустаен апартамент,2024-02-11
Славия,152480.88,1879.58,EUR,Двустаен апартамент,2024-02-11
Слатина,152975.00,2290.04,EUR,Двустаен апартамент,2024-02-11
Стрелбище,175750.00,2440.97,EUR,Двустаен апартамент,2024-02-11
Студентски Град,120424.30,1672.31,EUR,Двустаен апартамент,2024-02-11
Суха Река,135232.95,1892.28,EUR,Двустаен апартамент,2024-02-11
Толстой,118048.52,1760.78,EUR,Двустаен апартамент,2024-02-11
Факултета,133000.00,1583.33,EUR,Двустаен апартамент,2024-02-11
Фондови Жилища,104966.66,1769.10,EUR,Двустаен апартамент,2024-02-11
Хаджи Димитър,115152.41,1702.52,EUR,Двустаен апартамент,2024-02-11
Хиподрума,174512.50,2440.73,EUR,Двустаен апартамент,2024-02-11
Хладилника,167729.89,2135.17,EUR,Двустаен апартамент,2024-02-11
Централна гара,74909.00,1026.15,EUR,Двустаен апартамент,2024-02-11
Център,187786.02,2602.60,EUR,Двустаен апартамент,2024-02-11
Яворов,185000.00,2434.21,EUR,Двустаен апартамент,2024-02-11
7-ми 11-ти километър,175971.75,1633.15,EUR,Тристаен апартамент,2024-02-11
Банишора,190936.48,2003.37,EUR,Тристаен апартамент,2024-02-11
Банкя (гр.),219687.84,1705.09,EUR,Тристаен апартамент,2024-02-11
Белите Брези,217585.72,2154.31,EUR,Тристаен апартамент,2024-02-11
Борово,236401.62,2413.29,EUR,Тристаен апартамент,2024-02-11
Бояна,278357.97,2208.66,EUR,Тристаен апартамент,2024-02-11
Бъкстон,211052.52,2029.35,EUR,Тристаен апартамент,2024-02-11
Витоша,241318.33,1996.42,EUR,Тристаен апартамент,2024-02-11
Гевгелийски,312000.00,3284.21,EUR,Тристаен апартамент,2024-02-11
Гео Милев,248079.19,2465.38,EUR,Тристаен апартамент,2024-02-11
Горна Баня,204352.45,1791.78,EUR,Тристаен апартамент,2024-02-11
Гоце Делчев,236927.48,2220.14,EUR,Тристаен апартамент,2024-02-11
